train/total_loss,train/l_absa,train/l_rec,train/mse_loss,train/alpha,train/beta,train/lr,step
1.140625,1.0625,0.96875,0.07421875,0.7536097067745198,0.37718907987866535,8.739023771232247e-05,7615
0.33203125,0.59375,0.1337890625,0.07421875,0.7534479271991911,0.37737108190091007,8.736211178024278e-05,7620
0.369140625,0.2001953125,0.37890625,0.07470703125,0.7532861476238625,0.3775530839231547,8.734334627123884e-05,7625
0.5,0.48046875,0.416015625,0.0732421875,0.7531243680485339,0.3777350859453994,8.731517569126035e-05,7630
0.84375,0.5234375,0.84375,0.07373046875,0.7529625884732053,0.3779170879676441,8.729638043568956e-05,7635
0.66015625,0.1484375,0.79296875,0.0703125,0.7528008088978766,0.37809908998988884,8.726816526393297e-05,7640
0.671875,0.609375,0.57421875,0.07568359375,0.752639029322548,0.37828109201213345,8.724934029923873e-05,7645
0.58203125,0.2578125,0.6328125,0.07177734375,0.7524772497472194,0.37846309403437817,8.722108059191359e-05,7650
0.89453125,0.341796875,1.0078125,0.07763671875,0.7523154701718908,0.3786450960566229,8.720222595559852e-05,7655
0.83203125,0.81640625,0.68359375,0.07470703125,0.7521536905965622,0.3788270980788676,8.717392176900314e-05,7660
1.3203125,0.3046875,1.59375,0.06982421875,0.7519919110212335,0.3790091001011122,8.715503749862897e-05,7665
0.37890625,0.39453125,0.294921875,0.06884765625,0.7518301314459049,0.37919110212335694,8.712668888915018e-05,7670
0.625,0.04833984375,0.796875,0.0693359375,0.7516683518705763,0.37937310414560166,8.710777502233771e-05,7675
1.125,0.333984375,1.3125,0.07275390625,0.7515065722952478,0.37955510616784627,8.707938204645092e-05,7680
0.9140625,1.1796875,0.61328125,0.07568359375,0.751344792719919,0.379737108190091,8.706043862087982e-05,7685
0.66796875,0.34765625,0.703125,0.0712890625,0.7511830131445905,0.3799191102123357,8.703200133514878e-05,7690
0.203125,0.515625,0.0,0.068359375,0.7510212335692619,0.38010111223458043,8.701302838855769e-05,7695
0.7109375,0.03369140625,0.921875,0.07080078125,0.7508594539939333,0.38028311425682504,8.698454684963446e-05,7700
0.144775390625,0.361328125,0.0,0.07080078125,0.7506976744186047,0.38046511627906976,8.69655444198208e-05,7705
0.890625,1.109375,0.61328125,0.0732421875,0.7505358948432761,0.3806471183013145,8.693701868444555e-05,7710
0.6875,0.6015625,0.6015625,0.068359375,0.7503741152679474,0.3808291203235592,8.691798680926548e-05,7715
0.255706787109375,0.65234375,0.0,0.06689453125,0.7502123356926188,0.3810111223458038,8.688941693426646e-05,7720
0.431640625,0.69921875,0.2109375,0.07080078125,0.7500505561172902,0.38119312436804853,8.68703556516348e-05,7725
0.5703125,0.234375,0.6328125,0.07275390625,0.7498887765419615,0.38137512639029325,8.684174169392819e-05,7730
0.66796875,0.42578125,0.6640625,0.0703125,0.7497269969666329,0.38155712841253797,8.682265104181835e-05,7735
0.270904541015625,0.69140625,0.0,0.072265625,0.7495652173913043,0.3817391304347827,8.679399305840815e-05,7740
0.322265625,0.26171875,0.2890625,0.0673828125,0.7494034378159757,0.3819211324570273,8.677487307485203e-05,7745
1.0625,0.6015625,1.1015625,0.06884765625,0.7492416582406471,0.382103134479272,8.674617112282995e-05,7750
0.7578125,0.26953125,0.8671875,0.0703125,0.7490798786653186,0.38228513650151674,8.67270218459179e-05,7755
0.03924560546875,0.08447265625,0.0,0.0703125,0.7489180990899899,0.38246713852376135,8.669827598246324e-05,7760
0.4921875,0.2734375,0.5078125,0.0693359375,0.7487563195146613,0.3826491405460061,8.667909745034395e-05,7765
0.310546875,0.7890625,0.0012969970703125,0.0712890625,0.7485945399393326,0.3828311425682508,8.665030773272352e-05,7770
1.09375,0.6484375,1.1171875,0.0703125,0.748432760364004,0.3830131445904954,8.663109998360397e-05,7775
0.55078125,0.322265625,0.55859375,0.06982421875,0.7482709807886754,0.3831951466127401,8.660226646917186e-05,7780
1.1171875,0.1259765625,1.421875,0.07177734375,0.7481092012133468,0.38337714863498484,8.658302954131726e-05,7785
0.671875,0.423828125,0.671875,0.06982421875,0.7479474216380182,0.38355915065722956,8.65541522875149e-05,7790
0.22283935546875,0.5625,0.0,0.0703125,0.7477856420626896,0.3837411526794742,8.653488621924856e-05,7795
0.9296875,0.365234375,1.046875,0.06884765625,0.747623862487361,0.3839231547017189,8.650596528360447e-05,7800
1.65625,0.734375,1.828125,0.0673828125,0.7474620829120324,0.3841051567239636,8.648667011330776e-05,7805
0.343017578125,0.875,0.0,0.07080078125,0.7473003033367037,0.38428715874620833,8.645770555343751e-05,7810
0.7421875,0.380859375,0.7890625,0.06982421875,0.747138523761375,0.38446916076845306,8.643838131954978e-05,7815
0.703125,0.9765625,0.42578125,0.072265625,0.7469767441860464,0.38465116279069766,8.64093731931558e-05,7820
0.75390625,0.7265625,0.625,0.0693359375,0.7468149646107178,0.3848331648129424,8.639001993417431e-05,7825
1.6640625,0.333984375,2.046875,0.07275390625,0.7466531850353892,0.3850151668351871,8.636096829904585e-05,7830
1.3046875,0.6796875,1.390625,0.06591796875,0.7464914054600607,0.3851971688574318,8.634158605352567e-05,7835
1.46875,0.51953125,1.6875,0.06640625,0.7463296258847321,0.38537917087967644,8.631249096753869e-05,7840
0.7890625,0.51171875,0.78125,0.06591796875,0.7461678463094035,0.38556117290192116,8.629307977409261e-05,7845
0.58203125,0.08642578125,0.72265625,0.06884765625,0.7460060667340749,0.3857431749241659,8.626394129520958e-05,7850
0.095703125,0.23046875,0.0,0.068359375,0.7458442871587462,0.3859251769464105,8.62445011925081e-05,7855
0.286468505859375,0.72265625,0.0,0.07177734375,0.7456825075834176,0.3861071789686552,8.621531937877798e-05,7860
1.171875,0.51171875,1.296875,0.072265625,0.7455207280080889,0.3862891809908999,8.61958504055492e-05,7865
0.7734375,1.1484375,0.4296875,0.068359375,0.7453589484327603,0.38647118301314454,8.616662531510722e-05,7870
0.40625,0.169921875,0.44921875,0.0673828125,0.7451971688574317,0.38665318503538926,8.614712751013671e-05,7875
0.921875,0.419921875,1.0078125,0.06982421875,0.7450353892821031,0.386835187057634,8.611785920120438e-05,7880
0.89453125,0.482421875,0.9375,0.07373046875,0.7448736097067745,0.3870171890798787,8.609833260333519e-05,7885
0.71875,0.80859375,0.53515625,0.0771484375,0.7447118301314459,0.3871991911021234,8.606902113422008e-05,7890
0.17034912109375,0.421875,0.0,0.07275390625,0.7445500505561173,0.38738119312436803,8.604946578235259e-05,7895
0.765625,0.46484375,0.77734375,0.07470703125,0.7443882709807886,0.38756319514661275,8.602011121144829e-05,7900
0.261138916015625,0.65234375,0.0,0.072265625,0.74422649140546,0.38774519716885747,8.600052714454014e-05,7905
0.97265625,0.275390625,1.15625,0.0712890625,0.7440647118301313,0.3879271991911022,8.597112953032606e-05,7910
0.202789306640625,0.50390625,0.0,0.07470703125,0.7439029322548028,0.3881092012133468,8.59515167873922e-05,7915
0.80078125,0.375,0.87109375,0.06884765625,0.7437411526794742,0.3882912032355915,8.592207618843351e-05,7920
0.185546875,0.458984375,0.0,0.068359375,0.7435793731041456,0.38847320525783624,8.590243480854589e-05,7925
0.099945068359375,0.23828125,0.0,0.07177734375,0.743417593528817,0.38865520728008096,8.587295128349342e-05,7930
0.671875,0.50390625,0.62890625,0.06884765625,0.7432558139534884,0.38883720930232557,8.585328130578114e-05,7935
0.7890625,0.1064453125,0.9921875,0.076171875,0.7430940343781598,0.3890192113245703,8.58237549133712e-05,7940
0.9765625,0.6328125,0.97265625,0.06640625,0.7429322548028312,0.389201213346815,8.580405637702029e-05,7945
0.8671875,0.390625,0.953125,0.07275390625,0.7427704752275025,0.3893832153690596,8.577448717607461e-05,7950
0.83203125,0.51171875,0.83984375,0.07666015625,0.7426086956521739,0.38956521739130434,8.575476012032797e-05,7955
0.6875,0.189453125,0.81640625,0.0712890625,0.7424469160768452,0.38974721941354906,8.572514816975359e-05,7960
0.9296875,0.5625,0.9453125,0.06884765625,0.7422851365015166,0.3899292214357938,8.570539263391095e-05,7965
0.214019775390625,0.53125,0.0,0.06982421875,0.742123356926188,0.3901112234580384,8.567573799270003e-05,7970
0.75390625,0.8984375,0.53125,0.07421875,0.7419615773508594,0.3902932254802831,8.565595401611789e-05,7975
0.73828125,0.53125,0.703125,0.07373046875,0.7417997977755308,0.39047522750252783,8.562625674334765e-05,7980
0.734375,0.416015625,0.7578125,0.07373046875,0.7416380182002023,0.39065722952477255,8.560644436543913e-05,7985
0.32208251953125,0.8046875,0.0,0.076171875,0.7414762386248737,0.39083923154701716,8.557670452027172e-05,7990
0.427734375,0.388671875,0.361328125,0.07177734375,0.741314459049545,0.3910212335692619,8.555686378050656e-05,7995
0.4296875,0.232421875,0.44921875,0.0751953125,0.7411526794742164,0.3912032355915066,8.552708142218893e-05,8000
0.11016845703125,0.26171875,0.0,0.076171875,0.7409908998988877,0.3913852376137513,8.550721236009333e-05,8005
0.159423828125,0.388671875,0.0,0.07080078125,0.7408291203235591,0.39156723963599593,8.547738754795718e-05,8010
0.36328125,0.35546875,0.29296875,0.07373046875,0.7406673407482305,0.39174924165824065,8.545749020311377e-05,8015
0.212890625,0.4453125,0.042236328125,0.0693359375,0.7405055611729019,0.3919312436804854,8.54276229965753e-05,8020
1.0625,0.263671875,1.28125,0.068359375,0.7403437815975733,0.3921132457027301,8.540769740862308e-05,8025
0.76171875,0.294921875,0.859375,0.07177734375,0.7401820020222447,0.3922952477249747,8.537778786718299e-05,8030
0.7890625,0.421875,0.828125,0.07275390625,0.7400202224469161,0.3924772497472194,8.53578340758172e-05,8035
0.81640625,0.240234375,0.96875,0.07080078125,0.7398584428715874,0.39265925176946415,8.53278822590605e-05,8040
0.61328125,0.87109375,0.35546875,0.072265625,0.7396966632962588,0.39284125379170876,8.53079003040326e-05,8045
1.078125,1.0625,0.8828125,0.072265625,0.7395348837209301,0.3930232558139535,8.527790627162857e-05,8050
0.828125,1.25,0.44140625,0.0673828125,0.7393731041456015,0.3932052578361982,8.525789619274609e-05,8055
0.4248046875,1.0625,0.0,0.068359375,0.7392113245702729,0.3933872598584429,8.522786000444804e-05,8060
0.78125,0.0264892578125,1.03125,0.0673828125,0.7390495449949444,0.3935692618806875,8.520782184157454e-05,8065
0.166259765625,0.404296875,0.0,0.07080078125,0.7388877654196158,0.39375126390293225,8.517774355721985e-05,8070
0.65234375,0.47265625,0.62109375,0.07080078125,0.7387259858442872,0.39393326592517697,8.515767735027484e-05,8075
0.15594482421875,0.37890625,0.0,0.0654296875,0.7385642062689586,0.3941152679474217,8.512755702978468e-05,8080
0.5390625,0.36328125,0.52734375,0.06689453125,0.73840242669363,0.3942972699696663,8.510746281874357e-05,8085
1.4765625,0.474609375,1.734375,0.06689453125,0.7382406471183013,0.394479271991911,8.507730052212288e-05,8090
0.174713134765625,0.42578125,0.0,0.0673828125,0.7380788675429727,0.39466127401415574,8.505717834701685e-05,8095
0.470703125,0.50390625,0.357421875,0.0693359375,0.737917087967644,0.39484327603640046,8.502697413435419e-05,8100
1.0625,0.162109375,1.34375,0.06982421875,0.7377553083923154,0.39502527805864507,8.500682403527009e-05,8105
0.921875,0.40234375,1.0234375,0.06787109375,0.7375935288169868,0.3952072800808898,8.497657796673752e-05,8110
0.8359375,0.8046875,0.6953125,0.06884765625,0.7374317492416582,0.3953892821031345,8.495639998381791e-05,8115
0.8125,0.341796875,0.90625,0.0693359375,0.7372699696663296,0.39557128412537923,8.492611211967088e-05,8120
1.03125,0.3515625,1.203125,0.0673828125,0.737108190091001,0.39575328614762395,8.49059062931138e-05,8125
1.109375,0.5390625,1.2109375,0.07080078125,0.7369464105156724,0.39593528816986856,8.487557669369101e-05,8130
0.8828125,0.482421875,0.9296875,0.06982421875,0.7367846309403437,0.3961172901921133,8.485534306375003e-05,8135
0.245361328125,0.6015625,0.0,0.07080078125,0.7366228513650152,0.3962992922143579,8.482497178947335e-05,8140
0.212982177734375,0.51953125,0.0,0.0693359375,0.7364610717896865,0.3964812942366026,8.480471039645734e-05,8145
1.4140625,1.1796875,1.265625,0.08544921875,0.7362992922143579,0.39666329625884733,8.477429750783168e-05,8150
0.8671875,0.103515625,1.109375,0.06982421875,0.7361375126390293,0.39684529828109205,8.475400839210489e-05,8155
1.0390625,0.40234375,1.1796875,0.07080078125,0.7359757330637007,0.39702730030333666,8.472355394971799e-05,8160
1.2421875,0.9453125,1.1640625,0.07177734375,0.7358139534883721,0.3972093023255814,8.47032371516999e-05,8165
0.261077880859375,0.640625,0.0,0.07177734375,0.7356521739130435,0.3973913043478261,8.467274121622236e-05,8170
0.2421875,0.58984375,0.0,0.078125,0.7354903943377149,0.3975733063700708,8.465239677638755e-05,8175
0.23321533203125,0.56640625,0.0,0.076171875,0.7353286147623863,0.39775530839231543,8.462185940857257e-05,8180
0.91015625,0.75390625,0.8203125,0.07373046875,0.7351668351870576,0.39793731041456015,8.460148736745074e-05,8185
0.431640625,0.337890625,0.39453125,0.072265625,0.735005055611729,0.3981193124368049,8.45709086281341e-05,8190
0.431640625,0.56640625,0.26953125,0.0693359375,0.7348432760364003,0.3983013144590496,8.455050902630992e-05,8195
0.166900634765625,0.40234375,0.0,0.0673828125,0.7346814964610717,0.3984833164812943,8.451988897640981e-05,8200
0.412109375,0.255859375,0.416015625,0.06591796875,0.7345197168857431,0.3986653185035389,8.449946185452283e-05,8205
0.08349609375,0.1923828125,0.0,0.068359375,0.7343579373104145,0.39884732052578364,8.446880055503972e-05,8210
0.19036865234375,0.458984375,0.0,0.06787109375,0.734196157735086,0.39902932254802836,8.444834595378434e-05,8215
0.55078125,0.224609375,0.6171875,0.0673828125,0.7340343781597574,0.3992113245702731,8.441764346580092e-05,8220
0.216156005859375,0.5234375,0.0,0.07177734375,0.7338725985844288,0.3993933265925177,8.439716142592625e-05,8225
0.05291748046875,0.115234375,0.0,0.06787109375,0.7337108190091001,0.3995753286147624,8.436641781060724e-05,8230
0.984375,0.796875,0.90234375,0.0693359375,0.7335490394337715,0.399757330637007,8.434590837291711e-05,8235
0.18359375,0.44140625,0.0,0.068359375,0.7333872598584428,0.39993933265925175,8.431512369150911e-05,8240
0.71484375,0.0107421875,0.9609375,0.06884765625,0.7332254802831142,0.40012133468149647,8.429458689686191e-05,8245
1.15625,0.11767578125,1.5078125,0.0703125,0.7330637007077856,0.4003033367037412,8.426376121069341e-05,8250
0.71484375,0.84375,0.50390625,0.06884765625,0.732901921132457,0.4004853387259858,8.4243197100002e-05,8255
0.129730224609375,0.306640625,0.0,0.06689453125,0.7327401415571284,0.4006673407482305,8.421233047048317e-05,8260
0.890625,0.6015625,0.875,0.06494140625,0.7325783619817998,0.40084934277047524,8.419173908471485e-05,8265
0.76171875,0.34765625,0.83984375,0.06787109375,0.7324165824064712,0.40103134479271996,8.416083157333738e-05,8270
1.34375,0.69921875,1.4375,0.07080078125,0.7322548028311425,0.4012133468149647,8.414021295351378e-05,8275
0.34765625,0.31640625,0.2890625,0.06884765625,0.7320930232558139,0.4013953488372093,8.410926462185083e-05,8280
0.78515625,0.359375,0.8671875,0.0732421875,0.7319312436804852,0.401577350859454,8.408861880904785e-05,8285
0.875,0.4453125,0.9375,0.07568359375,0.7317694641051566,0.40175935288169873,8.40576297187539e-05,8290
1.2578125,1.53125,0.859375,0.0712890625,0.731607684529828,0.40194135490394345,8.403695675410162e-05,8295
0.5,0.13671875,0.59765625,0.068359375,0.7314459049544995,0.40212335692618806,8.400592696691236e-05,8300
0.7421875,0.392578125,0.78515625,0.06787109375,0.7312841253791709,0.4023053589484328,8.398522689159491e-05,8305
0.29986572265625,0.7265625,0.0,0.06884765625,0.7311223458038423,0.4024873609706775,8.395415646932708e-05,8310
0.9765625,0.60546875,0.98828125,0.06591796875,0.7309605662285137,0.4026693629929222,8.393342932458264e-05,8315
1.5078125,0.94921875,1.53125,0.0703125,0.7307987866531851,0.40285136501516683,8.390231832913395e-05,8320
0.31915283203125,0.77734375,0.0,0.06640625,0.7306370070778564,0.40303336703741155,8.388156415625458e-05,8325
0.8125,0.25390625,0.96484375,0.06396484375,0.7304752275025278,0.40321536905965616,8.385041264960358e-05,8330
0.95703125,0.95703125,0.76953125,0.0673828125,0.7303134479271991,0.4033973710819009,8.382963148993527e-05,8335
0.390625,0.271484375,0.375,0.06982421875,0.7301516683518705,0.4035793731041456,8.379843953414117e-05,8340
0.8984375,0.205078125,1.109375,0.06884765625,0.7299898887765419,0.4037613751263903,8.377763142908357e-05,8345
0.7421875,0.53515625,0.7109375,0.06884765625,0.7298281092012133,0.40394337714863504,8.374639908628623e-05,8350
0.51953125,0.828125,0.2431640625,0.068359375,0.7296663296258847,0.40412537917087965,8.372556407729273e-05,8355
0.6875,0.3828125,0.72265625,0.068359375,0.7295045500505561,0.40430738119312437,8.369429140971239e-05,8360
0.83203125,0.1943359375,1.0234375,0.06591796875,0.7293427704752276,0.4044893832153691,8.367342953828998e-05,8365
0.73828125,0.462890625,0.7421875,0.06591796875,0.7291809908998989,0.4046713852376138,8.364211660822728e-05,8370
0.260589599609375,0.62890625,0.0,0.06689453125,0.7290192113245703,0.4048533872598584,8.362122791593645e-05,8375
0.423828125,0.177734375,0.474609375,0.0654296875,0.7288574317492416,0.40503538928210314,8.358987478577221e-05,8380
1.3515625,0.49609375,1.5703125,0.0673828125,0.728695652173913,0.40521739130434786,8.356895931422686e-05,8385
1.4609375,0.6953125,1.609375,0.07421875,0.7285338725985844,0.4053993933265926,8.353756604642198e-05,8390
1.265625,0.439453125,1.484375,0.0673828125,0.7283720930232558,0.4055813953488372,8.35166238372894e-05,8395
0.373046875,0.55859375,0.1904296875,0.0693359375,0.7282103134479272,0.4057633973710819,8.348519049438474e-05,8400
0.050628662109375,0.107421875,0.0,0.0693359375,0.7280485338725986,0.40594539939332663,8.346422158938547e-05,8405
1.078125,0.427734375,1.2265625,0.0654296875,0.72788675429727,0.40612740141557135,8.343274823400177e-05,8410
0.9765625,0.484375,1.0625,0.064453125,0.7277249747219414,0.40630940343781596,8.34117526749095e-05,8415
0.217376708984375,0.51953125,0.0,0.064453125,0.7275631951466127,0.4064914054600607,8.338023936974717e-05,8420
0.84765625,0.39453125,0.93359375,0.06298828125,0.727401415571284,0.4066734074823054,8.335921719838875e-05,8425
0.98046875,0.51953125,1.046875,0.06640625,0.7272396359959554,0.40685540950455,8.332766400622778e-05,8430
0.67578125,0.1787109375,0.81640625,0.0654296875,0.7270778564206268,0.40703741152679473,8.330661526448304e-05,8435
0.2177734375,0.3359375,0.1025390625,0.06640625,0.7269160768452982,0.40721941354903946,8.327502224818292e-05,8440
0.341796875,0.498046875,0.1826171875,0.06591796875,0.7267542972699697,0.4074014155712842,8.32539469779846e-05,8445
0.96875,0.412109375,1.09375,0.0712890625,0.7265925176946411,0.4075834175935288,8.322231420048412e-05,8450
0.5078125,0.95703125,0.1494140625,0.06494140625,0.7264307381193125,0.4077654196157735,8.320121244381789e-05,8455
0.578125,0.15625,0.69921875,0.0654296875,0.7262689585439839,0.4079474216380182,8.316953996813504e-05,8460
0.70703125,0.1806640625,0.859375,0.07177734375,0.7261071789686552,0.40812942366026295,8.314841176703926e-05,8465
0.474609375,0.34375,0.451171875,0.0654296875,0.7259453993933266,0.40831142568250756,8.311669965627117e-05,8470
0.7421875,0.263671875,0.86328125,0.06396484375,0.7257836198179979,0.4084934277047523,8.309554505283689e-05,8475
0.59765625,0.376953125,0.6015625,0.06396484375,0.7256218402426693,0.408675429726997,8.306379337015964e-05,8480
0.31317138671875,0.75,0.0,0.0654296875,0.7254600606673407,0.4088574317492417,8.304261240653054e-05,8485
0.264404296875,0.62890625,0.0,0.06591796875,0.7252982810920121,0.4090394337714863,8.301082121519899e-05,8490
0.7890625,0.71875,0.671875,0.06591796875,0.7251365015166835,0.40922143579373105,8.298961393357123e-05,8495
1.0390625,0.45703125,1.171875,0.06396484375,0.7249747219413549,0.40940343781597577,8.295778329691901e-05,8500
0.78125,0.515625,0.7734375,0.0673828125,0.7248129423660263,0.4095854398382205,8.293654973954121e-05,8505
0.353515625,0.0137939453125,0.46875,0.0693359375,0.7246511627906976,0.4097674418604651,8.290467972098049e-05,8510
0.99609375,0.703125,0.96484375,0.0751953125,0.724489383215369,0.4099494438827098,8.288341993015362e-05,8515
0.59375,0.251953125,0.66796875,0.068359375,0.7243276036400403,0.41013144590495454,8.285151059317504e-05,8520
0.12628173828125,0.291015625,0.0,0.06640625,0.7241658240647117,0.41031344792719915,8.283022461125229e-05,8525
0.5703125,0.33203125,0.5859375,0.064453125,0.7240040444893832,0.41049544994944387,8.279827601942482e-05,8530
0.71875,0.5625,0.6640625,0.07177734375,0.7238422649140546,0.4106774519716886,8.27769638888116e-05,8535
1.1015625,0.6640625,1.140625,0.064453125,0.723680485338726,0.4108594539939333,8.274497610578242e-05,8540
0.84375,0.3046875,0.984375,0.06640625,0.7235187057633974,0.4110414560161779,8.272363786893619e-05,8545
0.9609375,0.6640625,0.94140625,0.072265625,0.7233569261880688,0.41122345803842264,8.269161095843056e-05,8550
0.2158203125,0.296875,0.1201171875,0.07275390625,0.7231951466127402,0.41140546006066736,8.267024665786084e-05,8555
0.1845703125,0.431640625,0.0,0.068359375,0.7230333670374115,0.4115874620829121,8.263818068368191e-05,8560
0.5859375,0.0205078125,0.7890625,0.0703125,0.7228715874620829,0.4117694641051567,8.261679036195013e-05,8565
0.83984375,0.31640625,0.97265625,0.06787109375,0.7227098078867542,0.4119514661274014,8.258468538797896e-05,8570
0.248138427734375,0.5859375,0.0,0.0693359375,0.7225480283114256,0.41213346814964613,8.256326908769836e-05,8575
0.703125,0.578125,0.63671875,0.07080078125,0.722386248736097,0.41231547017189085,8.253112517789366e-05,8580
0.3984375,0.77734375,0.09619140625,0.06884765625,0.7222244691607684,0.4124974721941356,8.25096829417292e-05,8585
0.8359375,0.6484375,0.7734375,0.0703125,0.7220626895854398,0.4126794742163802,8.247750016012727e-05,8590
1.5390625,1.65625,1.1796875,0.0693359375,0.7219009100101113,0.4128614762386249,8.245603203079568e-05,8595
1.0625,0.27734375,1.296875,0.06884765625,0.7217391304347827,0.4130434782608696,8.24238104415102e-05,8600
0.345703125,0.34765625,0.26953125,0.0693359375,0.721577350859454,0.41322548028311423,8.240231646177974e-05,8605
0.41015625,0.6796875,0.1669921875,0.072265625,0.7214155712841254,0.41340748230535895,8.237005612900175e-05,8610
0.25927734375,0.609375,0.0,0.0732421875,0.7212537917087967,0.4135894843276037,8.23485363416922e-05,8615
1.0546875,0.58984375,1.1171875,0.06982421875,0.7210920121334681,0.4137714863498483,8.231623732968992e-05,8620
1.0703125,0.146484375,1.390625,0.0712890625,0.7209302325581395,0.413953488372093,8.22946917776724e-05,8625
1.2421875,0.412109375,1.46875,0.0712890625,0.7207684529828109,0.4141354903943377,8.226235415079111e-05,8630
1.109375,0.1943359375,1.421875,0.0673828125,0.7206066734074823,0.41431749241658244,8.224078287698814e-05,8635
0.7578125,0.87109375,0.54296875,0.072265625,0.7204448938321537,0.41449949443882705,8.220840669965004e-05,8640
1.4375,0.9296875,1.453125,0.07080078125,0.7202831142568251,0.4146814964610718,8.218680974703539e-05,8645
0.4140625,0.58203125,0.2314453125,0.06689453125,0.7201213346814964,0.4148634984833165,8.215439508373946e-05,8650
0.26348876953125,0.6171875,0.0,0.076171875,0.7199595551061678,0.4150455005055612,8.2132772495338e-05,8655
0.68359375,0.3515625,0.73828125,0.0751953125,0.7197977755308391,0.41522750252780594,8.210031941065993e-05,8660
0.30926513671875,0.73046875,0.0,0.0654296875,0.7196359959555105,0.41540950455005055,8.207867122954763e-05,8665
0.7421875,0.4375,0.7734375,0.06884765625,0.7194742163801819,0.41559150657229527,8.204617978813962e-05,8670
0.9921875,0.5703125,1.0390625,0.06591796875,0.7193124368048534,0.41577350859454,8.202450605744345e-05,8675
1.15625,0.08984375,1.546875,0.0673828125,0.7191506572295248,0.4159555106167847,8.199197632403412e-05,8680
1.265625,0.96875,1.1875,0.07177734375,0.7189888776541962,0.4161375126390293,8.197027708693195e-05,8685
1.0546875,0.173828125,1.359375,0.064453125,0.7188270980788676,0.41631951466127404,8.193770912632621e-05,8690
1.3828125,1.1484375,1.25,0.06884765625,0.718665318503539,0.41650151668351876,8.191598442604669e-05,8695
0.55859375,0.484375,0.486328125,0.06884765625,0.7185035389282103,0.41668351870576337,8.188337830312562e-05,8700
0.71875,0.4453125,0.73046875,0.06884765625,0.7183417593528817,0.4168655207280081,8.186162818294813e-05,8705
0.5625,0.1953125,0.66015625,0.06982421875,0.718179979777553,0.4170475227502528,8.18289839626688e-05,8710
0.86328125,0.267578125,1.03125,0.06884765625,0.7180182002022244,0.4172295247724974,8.180720846592342e-05,8715
0.25482177734375,0.59375,0.0,0.06787109375,0.7178564206268958,0.41741152679474214,8.177452621331883e-05,8720
0.17755126953125,0.408203125,0.0,0.06640625,0.7176946410515672,0.41759352881698686,8.175272538338612e-05,8725
0.7734375,0.11865234375,0.99609375,0.06640625,0.7175328614762386,0.4177755308392316,8.1720005163565e-05,8730
0.42291259765625,0.99609375,0.0,0.06884765625,0.71737108190091,0.4179575328614763,8.169817904387603e-05,8735
0.984375,0.2451171875,1.21875,0.06884765625,0.7172093023255814,0.4181395348837209,8.166542092202278e-05,8740
1.125,0.6328125,1.1875,0.0654296875,0.7170475227502527,0.41832153690596563,8.164356955605899e-05,8745
0.625,0.2421875,0.71875,0.06494140625,0.7168857431749242,0.41850353892821035,8.161077359743352e-05,8750
0.515625,0.482421875,0.42578125,0.06787109375,0.7167239635995954,0.41868554095045507,8.158889702872664e-05,8755
0.58984375,0.5234375,0.50390625,0.07421875,0.7165621840242669,0.4188675429726997,8.155606329866423e-05,8760
1.0625,0.67578125,1.078125,0.0693359375,0.7164004044489383,0.4190495449949444,8.153416157079621e-05,8765
0.5703125,0.390625,0.5546875,0.0703125,0.7162386248736097,0.4192315470171891,8.150129013470736e-05,8770
0.6484375,0.796875,0.4296875,0.06591796875,0.7160768452982811,0.41941354903943384,8.147936329131027e-05,8775
0.6953125,0.28515625,0.7890625,0.06591796875,0.7159150657229525,0.41959555106167845,8.144645421468064e-05,8780
0.304290771484375,0.70703125,0.0,0.07421875,0.7157532861476239,0.41977755308392317,8.142450229943657e-05,8785
1.0234375,0.8828125,0.90234375,0.072265625,0.7155915065722953,0.4199595551061679,8.139155564782678e-05,8790
0.447265625,0.482421875,0.330078125,0.0703125,0.7154297269969666,0.4201415571284125,8.136957870446777e-05,8795
0.275390625,0.2021484375,0.255859375,0.0693359375,0.715267947421638,0.4203235591506572,8.133659454351331e-05,8800
1.0390625,1.109375,0.78515625,0.0673828125,0.7151061678463093,0.42050556117290194,8.131459261582128e-05,8805
0.546875,0.10302734375,0.69140625,0.0732421875,0.7149443882709807,0.42068756319514666,8.128157101123235e-05,8810
0.82421875,0.59375,0.79296875,0.06982421875,0.7147826086956521,0.4208695652173913,8.125954414303898e-05,8815
0.765625,0.40234375,0.828125,0.06689453125,0.7146208291203235,0.421051567239636,8.122648516060039e-05,8820
0.21875,0.50390625,0.0,0.068359375,0.714459049544995,0.4212335692618807,8.120443339578705e-05,8825
0.70703125,0.10205078125,0.91796875,0.06640625,0.7142972699696664,0.42141557128412543,8.117133710135803e-05,8830
0.734375,0.90234375,0.486328125,0.06640625,0.7141354903943378,0.42159757330637004,8.11492604838557e-05,8835
0.6953125,0.63671875,0.5859375,0.06982421875,0.7139737108190091,0.42177957532861476,8.111612694336988e-05,8840
0.35546875,0.6015625,0.1318359375,0.0712890625,0.7138119312436805,0.4219615773508595,8.109402551715902e-05,8845
0.79296875,0.396484375,0.86328125,0.07080078125,0.7136501516683518,0.4221435793731042,8.106085479662418e-05,8850
0.49609375,0.71875,0.26171875,0.072265625,0.7134883720930232,0.4223255813953488,8.103872860573468e-05,8855
